task_id,strategy,repetition,new_observation_count,fit_observation_count,committee_model_count,bic_weight_entropy_nats,selected_proposal_id,selected_formula,selected_model_weight,selected_bic,locked_rmse,behavior_recovered,exact_expression_match,recovery_threshold,data_seed
T01,parameter_information_gain,1,8,20,9,1.777635737002724,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.36126293563251094,-159.81475568118435,0.0045113355567093965,True,True,0.06,20260831
T01,joint_structure_parameter_information_gain,1,0,12,9,1.7771632873564758,gate1d_t01_03,M_base(x) + (p0 * (abs(x1) ^ p1)),0.31738523057941986,-95.10035070541906,0.1689101539670726,False,False,0.06,20260831
T01,joint_structure_parameter_information_gain,1,1,13,9,1.8452108777274558,gate1d_t01_08,M_base(x) + (x1 * (pysr_coefficient_1 + (-1 * sin((x1 * pysr_coefficient_2)))) * x1),0.22876448122294893,-101.12904978589184,0.0420809605720464,True,False,0.06,20260831
T01,joint_structure_parameter_information_gain,1,2,14,9,1.8591594093024066,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.27710271467732583,-109.32028224947922,0.004151228902654912,True,True,0.06,20260831
T01,joint_structure_parameter_information_gain,1,3,15,9,1.8251755293644523,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.26072444523973415,-117.79700250417804,0.0010649369081502074,True,True,0.06,20260831
T01,joint_structure_parameter_information_gain,1,4,16,9,1.7522003393604102,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.2826022182648178,-126.20560584957879,0.012571954207808586,True,False,0.06,20260831
T01,joint_structure_parameter_information_gain,1,5,17,9,1.8219350220324926,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.24772121556445742,-134.3063592949202,0.011771233911864106,True,False,0.06,20260831
T01,joint_structure_parameter_information_gain,1,6,18,9,1.8399460523013447,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.28883920854812306,-142.3956539272181,0.004743168551189558,True,True,0.06,20260831
T01,joint_structure_parameter_information_gain,1,7,19,9,1.8412877192368855,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.2975468663212134,-150.86356601768782,0.003868388514766772,True,True,0.06,20260831
T01,joint_structure_parameter_information_gain,1,8,20,9,1.7737347317324748,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.34385320004747577,-159.86787792472802,0.004124149288511125,True,True,0.06,20260831
T02,space_filling_design,1,0,12,9,0.002586524397336295,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9997271318725399,-108.85448385977932,0.0037892304278150427,True,True,0.06,20260831
T02,space_filling_design,1,1,13,9,4.037315378316305e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999997552782978,-119.04969593818755,0.005258886332352242,True,True,0.06,20260831
T02,space_filling_design,1,2,14,9,1.1097091106062948e-13,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999999969,-125.3204139812667,0.00032976590282460586,True,True,0.06,20260831
T02,space_filling_design,1,3,15,9,3.735627605582391e-13,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.999999999999989,-128.05851772313747,2.5573518250762316e-05,True,True,0.06,20260831
T02,space_filling_design,1,4,16,9,4.779860995940404e-14,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999999987,-137.569921283323,0.00031329200788163177,True,True,0.06,20260831
T02,space_filling_design,1,5,17,9,4.4624770377307466e-14,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999999988,-143.15795556479588,0.0016673724892473164,True,True,0.06,20260831
T02,space_filling_design,1,6,18,9,3.4865529578578697e-12,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999998892,-139.64887789529635,0.0008948491093739336,True,True,0.06,20260831
T02,space_filling_design,1,7,19,9,5.7441751037603e-13,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999999826,-148.5137327072949,0.0007008549243955326,True,True,0.06,20260831
T02,space_filling_design,1,8,20,9,1.847822336760848e-15,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-156.95509966313557,0.0010357636422880935,True,True,0.06,20260831
T02,random_design,1,0,12,9,0.002586524397336295,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9997271318725399,-108.85448385977932,0.0037892304278150427,True,True,0.06,20260831
T02,random_design,1,1,13,9,0.009314603653842245,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9988377255444799,-113.82728053655559,4.22890140159962e-05,True,True,0.06,20260831
T02,random_design,1,2,14,9,0.00014884388624255697,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999880455753114,-123.72880810798797,0.0004844943932178238,True,True,0.06,20260831
T02,random_design,1,3,15,9,0.00039209854321674357,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999653847195098,-127.99128480735588,0.00360387499409744,True,True,0.06,20260831
T02,random_design,1,4,16,9,1.5586267043595222e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999111218997,-136.44746992133102,0.010405349864807246,True,True,0.06,20260831
T02,random_design,1,5,17,9,5.176615329543556e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999996788362588,-141.32332664805872,0.013595363700224163,True,True,0.06,20260831
T02,random_design,1,6,18,9,0.0003096458976880107,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999735075170466,-139.47013049163272,0.006335706347485938,True,True,0.06,20260831
T02,random_design,1,7,19,9,0.00021968765381938357,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999817195018832,-147.8963351298325,0.004793398623051558,True,True,0.06,20260831
T02,random_design,1,8,20,9,0.00017071694084013733,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999861262188541,-155.23032936236046,0.005125872654469435,True,True,0.06,20260831
T02,model_information_gain,1,0,12,9,0.002586524397336295,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9997271318725399,-108.85448385977932,0.0037892304278150427,True,True,0.06,20260831
T02,model_information_gain,1,1,13,9,4.037315378316305e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999997552782978,-119.04969593818755,0.005258886332352242,True,True,0.06,20260831
T02,model_information_gain,1,2,14,9,4.46715774629543e-10,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999831446,-128.28026980519593,0.00599562285907309,True,True,0.06,20260831
