zone_id,model,gp_id,x_m,z_m,disp_x_m,disp_z_m,stress_xx_Pa,stress_zz_Pa,stress_xz_Pa,state
1,null,1,-17,-44.35,0.07397368825,-0.05062571349,0,0,0,0
1,null,2,-12.75,-44.35,0.04604134989,-0.03874077493,0,0,0,0
1,null,4,-17,-36.95833333,0.1411965957,-0.003866953269,0,0,0,0
1,null,7,-12.75,-36.95833333,0,0,0,0,0,0
2,null,2,-12.75,-44.35,0.04604134989,-0.03874077493,0,0,0,0
2,null,9,-8.5,-44.35,0.01894591837,-0.04829329229,0,0,0,0
2,null,7,-12.75,-36.95833333,0,0,0,0,0,0
2,null,11,-8.5,-36.95833333,0,0,0,0,0,0
3,null,9,-8.5,-44.35,0.01894591837,-0.04829329229,0,0,0,0
3,null,13,-4.25,-44.35,-0.009300647497,-0.06254828943,0,0,0,0
3,null,11,-8.5,-36.95833333,0,0,0,0,0,0
3,null,15,-4.25,-36.95833333,0,0,0,0,0,0
4,null,13,-4.25,-44.35,-0.009300647497,-0.06254828943,0,0,0,0
4,null,17,0,-44.35,-0.03678950718,-0.07933319094,0,0,0,0
4,null,15,-4.25,-36.95833333,0,0,0,0,0,0
4,null,19,0,-36.95833333,0,0,0,0,0,0
5,null,17,0,-44.35,-0.03678950718,-0.07933319094,0,0,0,0
5,null,21,4.25,-44.35,-0.06244323586,-0.09499223651,0,0,0,0
5,null,19,0,-36.95833333,0,0,0,0,0,0
5,null,23,4.25,-36.95833333,0,0,0,0,0,0
6,null,21,4.25,-44.35,-0.06244323586,-0.09499223651,0,0,0,0
6,null,25,8.5,-44.35,-0.08593691573,-0.1094094531,0,0,0,0
6,null,23,4.25,-36.95833333,0,0,0,0,0,0
6,null,27,8.5,-36.95833333,0,0,0,0,0,0
7,null,25,8.5,-44.35,-0.08593691573,-0.1094094531,0,0,0,0
7,null,29,12.75,-44.35,-0.1081894019,-0.1185370245,0,0,0,0
7,null,27,8.5,-36.95833333,0,0,0,0,0,0
7,null,31,12.75,-36.95833333,0,0,0,0,0,0
8,null,29,12.75,-44.35,-0.1081894019,-0.1185370245,0,0,0,0
8,null,33,17,-44.35,-0.1305750735,-0.1401580607,0,0,0,0
8,null,31,12.75,-36.95833333,0,0,0,0,0,0
8,null,35,17,-36.95833333,-0.1724013137,-0.1515398448,0,0,0,0
9,null,4,-17,-36.95833333,0.1411965957,-0.003866953269,0,0,0,0
9,null,7,-12.75,-36.95833333,0,0,0,0,0,0
9,null,37,-17,-29.56666667,0.1960928746,0.04539781945,0,0,0,0
9,null,39,-12.75,-29.56666667,0,0,0,0,0,0
10,null,7,-12.75,-36.95833333,0,0,0,0,0,0
10,null,11,-8.5,-36.95833333,0,0,0,0,0,0
10,null,39,-12.75,-29.56666667,0,0,0,0,0,0
10,null,41,-8.5,-29.56666667,0,0,0,0,0,0
11,null,11,-8.5,-36.95833333,0,0,0,0,0,0
11,null,15,-4.25,-36.95833333,0,0,0,0,0,0
11,null,41,-8.5,-29.56666667,0,0,0,0,0,0
11,null,43,-4.25,-29.56666667,0,0,0,0,0,0
12,null,15,-4.25,-36.95833333,0,0,0,0,0,0
12,null,19,0,-36.95833333,0,0,0,0,0,0
12,null,43,-4.25,-29.56666667,0,0,0,0,0,0
12,null,45,0,-29.56666667,0,0,0,0,0,0
13,null,19,0,-36.95833333,0,0,0,0,0,0
13,null,23,4.25,-36.95833333,0,0,0,0,0,0
13,null,45,0,-29.56666667,0,0,0,0,0,0
13,null,47,4.25,-29.56666667,0,0,0,0,0,0
14,null,23,4.25,-36.95833333,0,0,0,0,0,0
14,null,27,8.5,-36.95833333,0,0,0,0,0,0
14,null,47,4.25,-29.56666667,0,0,0,0,0,0
14,null,49,8.5,-29.56666667,0,0,0,0,0,0
15,null,27,8.5,-36.95833333,0,0,0,0,0,0
15,null,31,12.75,-36.95833333,0,0,0,0,0,0
15,null,49,8.5,-29.56666667,0,0,0,0,0,0
15,null,51,12.75,-29.56666667,0,0,0,0,0,0
16,null,31,12.75,-36.95833333,0,0,0,0,0,0
16,null,35,17,-36.95833333,-0.1724013137,-0.1515398448,0,0,0,0
16,null,51,12.75,-29.56666667,0,0,0,0,0,0
16,null,53,17,-29.56666667,-0.2102652208,-0.1609104449,0,0,0,0
17,null,37,-17,-29.56666667,0.1960928746,0.04539781945,0,0,0,0
17,null,39,-12.75,-29.56666667,0,0,0,0,0,0
17,null,55,-17,-22.175,0.2322542948,0.08288324338,0,0,0,0
17,null,57,-12.75,-22.175,0,0,0,0,0,0
18,null,39,-12.75,-29.56666667,0,0,0,0,0,0
18,null,41,-8.5,-29.56666667,0,0,0,0,0,0
18,null,57,-12.75,-22.175,0,0,0,0,0,0
18,null,59,-8.5,-22.175,0,0,0,0,0,0
19,null,41,-8.5,-29.56666667,0,0,0,0,0,0
19,null,43,-4.25,-29.56666667,0,0,0,0,0,0
19,null,59,-8.5,-22.175,0,0,0,0,0,0
19,null,61,-4.25,-22.175,0,0,0,0,0,0
20,null,43,-4.25,-29.56666667,0,0,0,0,0,0
20,null,45,0,-29.56666667,0,0,0,0,0,0
20,null,61,-4.25,-22.175,0,0,0,0,0,0
20,null,63,0,-22.175,0,0,0,0,0,0
21,null,45,0,-29.56666667,0,0,0,0,0,0
21,null,47,4.25,-29.56666667,0,0,0,0,0,0
21,null,63,0,-22.175,0,0,0,0,0,0
21,null,65,4.25,-22.175,0,0,0,0,0,0
22,null,47,4.25,-29.56666667,0,0,0,0,0,0
22,null,49,8.5,-29.56666667,0,0,0,0,0,0
22,null,65,4.25,-22.175,0,0,0,0,0,0
22,null,67,8.5,-22.175,0,0,0,0,0,0
23,null,49,8.5,-29.56666667,0,0,0,0,0,0
23,null,51,12.75,-29.56666667,0,0,0,0,0,0
23,null,67,8.5,-22.175,0,0,0,0,0,0
23,null,69,12.75,-22.175,0,0,0,0,0,0
24,null,51,12.75,-29.56666667,0,0,0,0,0,0
24,null,53,17,-29.56666667,-0.2102652208,-0.1609104449,0,0,0,0
24,null,69,12.75,-22.175,0,0,0,0,0,0
24,null,71,17,-22.175,-0.2421056049,-0.1671891747,0,0,0,0
25,null,55,-17,-22.175,0.2322542948,0.08288324338,0,0,0,0
25,null,57,-12.75,-22.175,0,0,0,0,0,0
25,null,73,-17,-14.78333333,0.252411898,0.1168079082,0,0,0,0
25,null,75,-12.75,-14.78333333,0,0,0,0,0,0
26,null,57,-12.75,-22.175,0,0,0,0,0,0
26,null,59,-8.5,-22.175,0,0,0,0,0,0
26,null,75,-12.75,-14.78333333,0,0,0,0,0,0
26,null,77,-8.5,-14.78333333,0,0,0,0,0,0
27,null,59,-8.5,-22.175,0,0,0,0,0,0
27,null,61,-4.25,-22.175,0,0,0,0,0,0
27,null,77,-8.5,-14.78333333,0,0,0,0,0,0
27,null,79,-4.25,-14.78333333,0,0,0,0,0,0
28,null,61,-4.25,-22.175,0,0,0,0,0,0
28,null,63,0,-22.175,0,0,0,0,0,0
28,null,79,-4.25,-14.78333333,0,0,0,0,0,0
28,null,81,0,-14.78333333,0,0,0,0,0,0
29,null,63,0,-22.175,0,0,0,0,0,0
29,null,65,4.25,-22.175,0,0,0,0,0,0
29,null,81,0,-14.78333333,0,0,0,0,0,0
29,null,83,4.25,-14.78333333,0,0,0,0,0,0
30,null,65,4.25,-22.175,0,0,0,0,0,0
30,null,67,8.5,-22.175,0,0,0,0,0,0
30,null,83,4.25,-14.78333333,0,0,0,0,0,0
30,null,85,8.5,-14.78333333,0,0,0,0,0,0
31,null,67,8.5,-22.175,0,0,0,0,0,0
31,null,69,12.75,-22.175,0,0,0,0,0,0
31,null,85,8.5,-14.78333333,0,0,0,0,0,0
31,null,87,12.75,-14.78333333,0,0,0,0,0,0
32,null,69,12.75,-22.175,0,0,0,0,0,0
32,null,71,17,-22.175,-0.2421056049,-0.1671891747,0,0,0,0
32,null,87,12.75,-14.78333333,0,0,0,0,0,0
32,null,89,17,-14.78333333,-0.2716537054,-0.174064721,0,0,0,0
33,null,73,-17,-14.78333333,0.252411898,0.1168079082,0,0,0,0
33,null,75,-12.75,-14.78333333,0,0,0,0,0,0
33,null,91,-17,-7.391666667,0.2602593013,0.1393458083,0,0,0,0
33,null,93,-12.75,-7.391666667,0,0,0,0,0,0
34,null,75,-12.75,-14.78333333,0,0,0,0,0,0
34,null,77,-8.5,-14.78333333,0,0,0,0,0,0
34,null,93,-12.75,-7.391666667,0,0,0,0,0,0
34,null,95,-8.5,-7.391666667,0,0,0,0,0,0
35,null,77,-8.5,-14.78333333,0,0,0,0,0,0
35,null,79,-4.25,-14.78333333,0,0,0,0,0,0
35,null,95,-8.5,-7.391666667,0,0,0,0,0,0
35,null,97,-4.25,-7.391666667,0,0,0,0,0,0
36,null,79,-4.25,-14.78333333,0,0,0,0,0,0
36,null,81,0,-14.78333333,0,0,0,0,0,0
36,null,97,-4.25,-7.391666667,0,0,0,0,0,0
36,null,99,0,-7.391666667,0,0,0,0,0,0
37,null,81,0,-14.78333333,0,0,0,0,0,0
37,null,83,4.25,-14.78333333,0,0,0,0,0,0
37,null,99,0,-7.391666667,0,0,0,0,0,0
37,null,101,4.25,-7.391666667,0,0,0,0,0,0
38,null,83,4.25,-14.78333333,0,0,0,0,0,0
38,null,85,8.5,-14.78333333,0,0,0,0,0,0
38,null,101,4.25,-7.391666667,0,0,0,0,0,0
38,null,103,8.5,-7.391666667,0,0,0,0,0,0
39,null,85,8.5,-14.78333333,0,0,0,0,0,0
39,null,87,12.75,-14.78333333,0,0,0,0,0,0
39,null,103,8.5,-7.391666667,0,0,0,0,0,0
39,null,105,12.75,-7.391666667,0,0,0,0,0,0
40,null,87,12.75,-14.78333333,0,0,0,0,0,0
40,null,89,17,-14.78333333,-0.2716537054,-0.174064721,0,0,0,0
40,null,105,12.75,-7.391666667,0,0,0,0,0,0
40,null,107,17,-7.391666667,-0.2977235649,-0.1784461097,0,0,0,0
41,null,91,-17,-7.391666667,0.2602593013,0.1393458083,0,0,0,0
41,null,93,-12.75,-7.391666667,0,0,0,0,0,0
41,null,109,-17,0,0.2570779642,0.1557795897,0,0,0,0
41,null,111,-12.75,0,0,0,0,0,0,0
42,null,93,-12.75,-7.391666667,0,0,0,0,0,0
42,null,95,-8.5,-7.391666667,0,0,0,0,0,0
42,null,111,-12.75,0,0,0,0,0,0,0
42,null,113,-8.5,0,0,0,0,0,0,0
43,null,95,-8.5,-7.391666667,0,0,0,0,0,0
43,null,97,-4.25,-7.391666667,0,0,0,0,0,0
43,null,113,-8.5,0,0,0,0,0,0,0
43,null,115,-4.25,0,0,0,0,0,0,0
44,null,97,-4.25,-7.391666667,0,0,0,0,0,0
44,null,99,0,-7.391666667,0,0,0,0,0,0
44,null,115,-4.25,0,0,0,0,0,0,0
44,null,117,0,0,0,0,0,0,0,0
45,null,99,0,-7.391666667,0,0,0,0,0,0
45,null,101,4.25,-7.391666667,0,0,0,0,0,0
45,null,117,0,0,0,0,0,0,0,0
45,null,119,4.25,0,0,0,0,0,0,0
46,null,101,4.25,-7.391666667,0,0,0,0,0,0
46,null,103,8.5,-7.391666667,0,0,0,0,0,0
46,null,119,4.25,0,0,0,0,0,0,0
46,null,121,8.5,0,0,0,0,0,0,0
47,null,103,8.5,-7.391666667,0,0,0,0,0,0
47,null,105,12.75,-7.391666667,0,0,0,0,0,0
47,null,121,8.5,0,0,0,0,0,0,0
47,null,123,12.75,0,0,0,0,0,0,0
48,null,105,12.75,-7.391666667,0,0,0,0,0,0
48,null,107,17,-7.391666667,-0.2977235649,-0.1784461097,0,0,0,0
48,null,123,12.75,0,0,0,0,0,0,0
48,null,125,17,0,-0.3244251718,-0.1841108177,0,0,0,0
49,null,109,-17,0,0.2570779642,0.1557795897,0,0,0,0
49,null,111,-12.75,0,0,0,0,0,0,0
49,null,127,-17,7.391666667,0.2476465046,0.1664115931,0,0,0,0
49,null,129,-12.75,7.391666667,0,0,0,0,0,0
50,null,111,-12.75,0,0,0,0,0,0,0
50,null,113,-8.5,0,0,0,0,0,0,0
50,null,129,-12.75,7.391666667,0,0,0,0,0,0
50,null,131,-8.5,7.391666667,0,0,0,0,0,0
51,null,113,-8.5,0,0,0,0,0,0,0
51,null,115,-4.25,0,0,0,0,0,0,0
51,null,131,-8.5,7.391666667,0,0,0,0,0,0
51,null,133,-4.25,7.391666667,0,0,0,0,0,0
52,null,115,-4.25,0,0,0,0,0,0,0
52,null,117,0,0,0,0,0,0,0,0
52,null,133,-4.25,7.391666667,0,0,0,0,0,0
52,null,135,0,7.391666667,0,0,0,0,0,0
53,null,117,0,0,0,0,0,0,0,0
53,null,119,4.25,0,0,0,0,0,0,0
53,null,135,0,7.391666667,0,0,0,0,0,0
53,null,137,4.25,7.391666667,0,0,0,0,0,0
54,null,119,4.25,0,0,0,0,0,0,0
54,null,121,8.5,0,0,0,0,0,0,0
54,null,137,4.25,7.391666667,0,0,0,0,0,0
54,null,139,8.5,7.391666667,0,0,0,0,0,0
55,null,121,8.5,0,0,0,0,0,0,0
55,null,123,12.75,0,0,0,0,0,0,0
55,null,139,8.5,7.391666667,0,0,0,0,0,0
55,null,141,12.75,7.391666667,0,0,0,0,0,0
56,null,123,12.75,0,0,0,0,0,0,0
56,null,125,17,0,-0.3244251718,-0.1841108177,0,0,0,0
56,null,141,12.75,7.391666667,0,0,0,0,0,0
56,null,143,17,7.391666667,-0.3496320756,-0.1881932856,0,0,0,0
57,null,127,-17,7.391666667,0.2476465046,0.1664115931,0,0,0,0
57,null,129,-12.75,7.391666667,0,0,0,0,0,0
57,null,145,-17,14.78333333,0.2260033196,0.1680543978,0,0,0,0
57,null,147,-12.75,14.78333333,0,0,0,0,0,0
58,null,129,-12.75,7.391666667,0,0,0,0,0,0
58,null,131,-8.5,7.391666667,0,0,0,0,0,0
58,null,147,-12.75,14.78333333,0,0,0,0,0,0
58,null,149,-8.5,14.78333333,0,0,0,0,0,0
59,null,131,-8.5,7.391666667,0,0,0,0,0,0
59,null,133,-4.25,7.391666667,0,0,0,0,0,0
59,null,149,-8.5,14.78333333,0,0,0,0,0,0
59,null,151,-4.25,14.78333333,0,0,0,0,0,0
60,null,133,-4.25,7.391666667,0,0,0,0,0,0
60,null,135,0,7.391666667,0,0,0,0,0,0
60,null,151,-4.25,14.78333333,0,0,0,0,0,0
60,null,153,0,14.78333333,0,0,0,0,0,0
61,null,135,0,7.391666667,0,0,0,0,0,0
61,null,137,4.25,7.391666667,0,0,0,0,0,0
61,null,153,0,14.78333333,0,0,0,0,0,0
61,null,155,4.25,14.78333333,0,0,0,0,0,0
62,null,137,4.25,7.391666667,0,0,0,0,0,0
62,null,139,8.5,7.391666667,0,0,0,0,0,0
62,null,155,4.25,14.78333333,0,0,0,0,0,0
62,null,157,8.5,14.78333333,0,0,0,0,0,0
63,null,139,8.5,7.391666667,0,0,0,0,0,0
63,null,141,12.75,7.391666667,0,0,0,0,0,0
63,null,157,8.5,14.78333333,0,0,0,0,0,0
63,null,159,12.75,14.78333333,0,0,0,0,0,0
64,null,141,12.75,7.391666667,0,0,0,0,0,0
64,null,143,17,7.391666667,-0.3496320756,-0.1881932856,0,0,0,0
64,null,159,12.75,14.78333333,0,0,0,0,0,0
64,null,161,17,14.78333333,-0.3842678899,-0.1924952416,0,0,0,0
65,null,145,-17,14.78333333,0.2260033196,0.1680543978,0,0,0,0
65,null,147,-12.75,14.78333333,0,0,0,0,0,0
65,null,163,-17,22.175,0.2026014551,0.1683368053,0,0,0,0
65,null,165,-12.75,22.175,0,0,0,0,0,0
66,null,147,-12.75,14.78333333,0,0,0,0,0,0
66,null,149,-8.5,14.78333333,0,0,0,0,0,0
66,null,165,-12.75,22.175,0,0,0,0,0,0
66,null,167,-8.5,22.175,0,0,0,0,0,0
67,null,149,-8.5,14.78333333,0,0,0,0,0,0
67,null,151,-4.25,14.78333333,0,0,0,0,0,0
67,null,167,-8.5,22.175,0,0,0,0,0,0
67,null,169,-4.25,22.175,0,0,0,0,0,0
68,null,151,-4.25,14.78333333,0,0,0,0,0,0
68,null,153,0,14.78333333,0,0,0,0,0,0
68,null,169,-4.25,22.175,0,0,0,0,0,0
68,null,171,0,22.175,0,0,0,0,0,0
69,null,153,0,14.78333333,0,0,0,0,0,0
69,null,155,4.25,14.78333333,0,0,0,0,0,0
69,null,171,0,22.175,0,0,0,0,0,0
69,null,173,4.25,22.175,0,0,0,0,0,0
70,null,155,4.25,14.78333333,0,0,0,0,0,0
70,null,157,8.5,14.78333333,0,0,0,0,0,0
70,null,173,4.25,22.175,0,0,0,0,0,0
70,null,175,8.5,22.175,0,0,0,0,0,0
71,null,157,8.5,14.78333333,0,0,0,0,0,0
71,null,159,12.75,14.78333333,0,0,0,0,0,0
71,null,175,8.5,22.175,0,0,0,0,0,0
71,null,177,12.75,22.175,0,0,0,0,0,0
72,null,159,12.75,14.78333333,0,0,0,0,0,0
72,null,161,17,14.78333333,-0.3842678899,-0.1924952416,0,0,0,0
72,null,177,12.75,22.175,0,0,0,0,0,0
72,null,179,17,22.175,-0.3977499505,-0.1956004359,0,0,0,0
73,null,163,-17,22.175,0.2026014551,0.1683368053,0,0,0,0
73,null,165,-12.75,22.175,0,0,0,0,0,0
73,null,181,-17,27.35,0.1807138426,0.165383054,0,0,0,0
73,null,183,-12.75,27.35,0,0,0,0,0,0
74,null,165,-12.75,22.175,0,0,0,0,0,0
74,null,167,-8.5,22.175,0,0,0,0,0,0
74,null,183,-12.75,27.35,0,0,0,0,0,0
74,null,185,-8.5,27.35,0,0,0,0,0,0
75,null,167,-8.5,22.175,0,0,0,0,0,0
75,null,169,-4.25,22.175,0,0,0,0,0,0
75,null,185,-8.5,27.35,0,0,0,0,0,0
75,null,187,-4.25,27.35,0,0,0,0,0,0
76,null,169,-4.25,22.175,0,0,0,0,0,0
76,null,171,0,22.175,0,0,0,0,0,0
76,null,187,-4.25,27.35,0,0,0,0,0,0
76,null,189,0,27.35,0,0,0,0,0,0
77,null,171,0,22.175,0,0,0,0,0,0
77,null,173,4.25,22.175,0,0,0,0,0,0
77,null,189,0,27.35,0,0,0,0,0,0
77,null,191,4.25,27.35,0,0,0,0,0,0
78,null,173,4.25,22.175,0,0,0,0,0,0
78,null,175,8.5,22.175,0,0,0,0,0,0
78,null,191,4.25,27.35,0,0,0,0,0,0
78,null,193,8.5,27.35,0,0,0,0,0,0
79,null,175,8.5,22.175,0,0,0,0,0,0
79,null,177,12.75,22.175,0,0,0,0,0,0
79,null,193,8.5,27.35,0,0,0,0,0,0
79,null,195,12.75,27.35,0,0,0,0,0,0
80,null,177,12.75,22.175,0,0,0,0,0,0
80,null,179,17,22.175,-0.3977499505,-0.1956004359,0,0,0,0
80,null,195,12.75,27.35,0,0,0,0,0,0
80,null,197,17,27.35,-0.4002089313,-0.1983463926,0,0,0,0
81,null,181,-17,27.35,0.1807138426,0.165383054,0,0,0,0
81,null,183,-12.75,27.35,0,0,0,0,0,0
81,null,199,-16.85486247,29.56666667,0.1703547864,0.1637554238,0,0,0,0
81,null,201,-12.64114685,29.56666667,0,0,0,0,0,0
82,null,183,-12.75,27.35,0,0,0,0,0,0
82,null,185,-8.5,27.35,0,0,0,0,0,0
82,null,201,-12.64114685,29.56666667,0,0,0,0,0,0
82,null,203,-8.427431235,29.56666667,0,0,0,0,0,0
83,null,185,-8.5,27.35,0,0,0,0,0,0
83,null,187,-4.25,27.35,0,0,0,0,0,0
83,null,203,-8.427431235,29.56666667,0,0,0,0,0,0
83,null,205,-4.213715618,29.56666667,0,0,0,0,0,0
84,null,187,-4.25,27.35,0,0,0,0,0,0
84,null,189,0,27.35,0,0,0,0,0,0
84,null,205,-4.213715618,29.56666667,0,0,0,0,0,0
84,null,207,0,29.56666667,0,0,0,0,0,0
85,null,189,0,27.35,0,0,0,0,0,0
85,null,191,4.25,27.35,0,0,0,0,0,0
85,null,207,0,29.56666667,0,0,0,0,0,0
85,null,209,4.213715618,29.56666667,0,0,0,0,0,0
86,null,191,4.25,27.35,0,0,0,0,0,0
86,null,193,8.5,27.35,0,0,0,0,0,0
86,null,209,4.213715618,29.56666667,0,0,0,0,0,0
86,null,211,8.427431235,29.56666667,0,0,0,0,0,0
87,null,193,8.5,27.35,0,0,0,0,0,0
87,null,195,12.75,27.35,0,0,0,0,0,0
87,null,211,8.427431235,29.56666667,0,0,0,0,0,0
87,null,213,12.64114685,29.56666667,0,0,0,0,0,0
88,null,195,12.75,27.35,0,0,0,0,0,0
88,null,197,17,27.35,-0.4002089313,-0.1983463926,0,0,0,0
88,null,213,12.64114685,29.56666667,0,0,0,0,0,0
88,null,215,16.85486247,29.56666667,-0.4004901696,-0.1999460012,0,0,0,0
89,null,199,-16.85486247,29.56666667,0.1703547864,0.1637554238,0,0,0,0
89,null,201,-12.64114685,29.56666667,0,0,0,0,0,0
89,null,217,-16.42073905,31.74992377,0.1614299228,0.1640782796,0,0,0,0
89,null,219,-12.31555429,31.74992377,0,0,0,0,0,0
90,null,201,-12.64114685,29.56666667,0,0,0,0,0,0
90,null,203,-8.427431235,29.56666667,0,0,0,0,0,0
90,null,219,-12.31555429,31.74992377,0,0,0,0,0,0
90,null,221,-8.210369523,31.74992377,0,0,0,0,0,0
91,null,203,-8.427431235,29.56666667,0,0,0,0,0,0
91,null,205,-4.213715618,29.56666667,0,0,0,0,0,0
91,null,221,-8.210369523,31.74992377,0,0,0,0,0,0
91,null,223,-4.105184762,31.74992377,0,0,0,0,0,0
92,null,205,-4.213715618,29.56666667,0,0,0,0,0,0
92,null,207,0,29.56666667,0,0,0,0,0,0
92,null,223,-4.105184762,31.74992377,0,0,0,0,0,0
92,null,225,0,31.74992377,0,0,0,0,0,0
93,null,207,0,29.56666667,0,0,0,0,0,0
93,null,209,4.213715618,29.56666667,0,0,0,0,0,0
93,null,225,0,31.74992377,0,0,0,0,0,0
93,null,227,4.105184762,31.74992377,0,0,0,0,0,0
94,null,209,4.213715618,29.56666667,0,0,0,0,0,0
94,null,211,8.427431235,29.56666667,0,0,0,0,0,0
94,null,227,4.105184762,31.74992377,0,0,0,0,0,0
94,null,229,8.210369523,31.74992377,0,0,0,0,0,0
95,null,211,8.427431235,29.56666667,0,0,0,0,0,0
95,null,213,12.64114685,29.56666667,0,0,0,0,0,0
95,null,229,8.210369523,31.74992377,0,0,0,0,0,0
95,null,231,12.31555429,31.74992377,0,0,0,0,0,0
96,null,213,12.64114685,29.56666667,0,0,0,0,0,0
96,null,215,16.85486247,29.56666667,-0.4004901696,-0.1999460012,0,0,0,0
96,null,231,12.31555429,31.74992377,0,0,0,0,0,0
96,null,233,16.42073905,31.74992377,-0.3988054929,-0.1998392163,0,0,0,0
97,null,217,-16.42073905,31.74992377,0.1614299228,0.1640782796,0,0,0,0
97,null,219,-12.31555429,31.74992377,0,0,0,0,0,0
97,null,235,-14.72243186,35.85,0.1426213329,0.1676643974,0,0,0,0
97,null,237,-11.0418239,35.85,0,0,0,0,0,0
98,null,219,-12.31555429,31.74992377,0,0,0,0,0,0
98,null,221,-8.210369523,31.74992377,0,0,0,0,0,0
98,null,237,-11.0418239,35.85,0,0,0,0,0,0
98,null,239,-7.361215932,35.85,0,0,0,0,0,0
99,null,221,-8.210369523,31.74992377,0,0,0,0,0,0
99,null,223,-4.105184762,31.74992377,0,0,0,0,0,0
99,null,239,-7.361215932,35.85,0,0,0,0,0,0
99,null,241,-3.680607966,35.85,0,0,0,0,0,0
100,null,223,-4.105184762,31.74992377,0,0,0,0,0,0
100,null,225,0,31.74992377,0,0,0,0,0,0
100,null,241,-3.680607966,35.85,0,0,0,0,0,0
100,null,243,0,35.85,0,0,0,0,0,0
101,null,225,0,31.74992377,0,0,0,0,0,0
101,null,227,4.105184762,31.74992377,0,0,0,0,0,0
101,null,243,0,35.85,0,0,0,0,0,0
101,null,245,3.680607966,35.85,0,0,0,0,0,0
102,null,227,4.105184762,31.74992377,0,0,0,0,0,0
102,null,229,8.210369523,31.74992377,0,0,0,0,0,0
102,null,245,3.680607966,35.85,0,0,0,0,0,0
102,null,247,7.361215932,35.85,0,0,0,0,0,0
103,null,229,8.210369523,31.74992377,0,0,0,0,0,0
103,null,231,12.31555429,31.74992377,0,0,0,0,0,0
103,null,247,7.361215932,35.85,0,0,0,0,0,0
103,null,249,11.0418239,35.85,0,0,0,0,0,0
104,null,231,12.31555429,31.74992377,0,0,0,0,0,0
104,null,233,16.42073905,31.74992377,-0.3988054929,-0.1998392163,0,0,0,0
104,null,249,11.0418239,35.85,0,0,0,0,0,0
104,null,251,14.72243186,35.85,-0.3793453855,-0.1903808989,0,0,0,0
105,null,235,-14.72243186,35.85,0.1426213329,0.1676643974,0,0,0,0
105,null,237,-11.0418239,35.85,0,0,0,0,0,0
105,null,253,-14.02426221,36.95833333,0.1376729244,0.1692351849,0,0,0,0
105,null,255,-10.51819666,36.95833333,0,0,0,0,0,0
106,null,237,-11.0418239,35.85,0,0,0,0,0,0
106,null,239,-7.361215932,35.85,0,0,0,0,0,0
106,null,255,-10.51819666,36.95833333,0,0,0,0,0,0
106,null,257,-7.012131105,36.95833333,0,0,0,0,0,0
107,null,239,-7.361215932,35.85,0,0,0,0,0,0
107,null,241,-3.680607966,35.85,0,0,0,0,0,0
107,null,257,-7.012131105,36.95833333,0,0,0,0,0,0
107,null,259,-3.506065553,36.95833333,0,0,0,0,0,0
108,null,241,-3.680607966,35.85,0,0,0,0,0,0
108,null,243,0,35.85,0,0,0,0,0,0
108,null,259,-3.506065553,36.95833333,0,0,0,0,0,0
108,null,261,0,36.95833333,0,0,0,0,0,0
109,null,243,0,35.85,0,0,0,0,0,0
109,null,245,3.680607966,35.85,0,0,0,0,0,0
109,null,261,0,36.95833333,0,0,0,0,0,0
109,null,263,3.506065553,36.95833333,0,0,0,0,0,0
110,null,245,3.680607966,35.85,0,0,0,0,0,0
110,null,247,7.361215932,35.85,0,0,0,0,0,0
110,null,263,3.506065553,36.95833333,0,0,0,0,0,0
110,null,265,7.012131105,36.95833333,0,0,0,0,0,0
111,null,247,7.361215932,35.85,0,0,0,0,0,0
111,null,249,11.0418239,35.85,0,0,0,0,0,0
111,null,265,7.012131105,36.95833333,0,0,0,0,0,0
111,null,267,10.51819666,36.95833333,0,0,0,0,0,0
112,null,249,11.0418239,35.85,0,0,0,0,0,0
112,null,251,14.72243186,35.85,-0.3793453855,-0.1903808989,0,0,0,0
112,null,267,10.51819666,36.95833333,0,0,0,0,0,0
112,null,269,14.02426221,36.95833333,-0.3419529806,-0.1629751847,0,0,0,0
113,null,253,-14.02426221,36.95833333,0.1376729244,0.1692351849,0,0,0,0
113,null,255,-10.51819666,36.95833333,0,0,0,0,0,0
113,null,271,-12.02081528,39.37081528,0.1262192962,0.1740718729,0,0,0,0
113,null,273,-9.01561146,39.37081528,0,0,0,0,0,0
114,null,255,-10.51819666,36.95833333,0,0,0,0,0,0
114,null,257,-7.012131105,36.95833333,0,0,0,0,0,0
114,null,273,-9.01561146,39.37081528,0,0,0,0,0,0
114,null,275,-6.01040764,39.37081528,0,0,0,0,0,0
115,null,257,-7.012131105,36.95833333,0,0,0,0,0,0
115,null,259,-3.506065553,36.95833333,0,0,0,0,0,0
115,null,275,-6.01040764,39.37081528,0,0,0,0,0,0
115,null,277,-3.00520382,39.37081528,0,0,0,0,0,0
116,null,259,-3.506065553,36.95833333,0,0,0,0,0,0
116,null,261,0,36.95833333,0,0,0,0,0,0
116,null,277,-3.00520382,39.37081528,0,0,0,0,0,0
116,null,279,0,39.37081528,0,0,0,0,0,0
117,null,261,0,36.95833333,0,0,0,0,0,0
117,null,263,3.506065553,36.95833333,0,0,0,0,0,0
117,null,279,0,39.37081528,0,0,0,0,0,0
117,null,281,3.00520382,39.37081528,0,0,0,0,0,0
118,null,263,3.506065553,36.95833333,0,0,0,0,0,0
